,date,home_team,away_team,away_pitcher,home_pitcher,away_line,home_line
0,2007-04-01,STL,NYM,T.Glavine,C.Carpenter,125.0,-145.0
1,2007-04-02,CIN,CHC,C.Zambrano,A.Harang,-115.0,-105.0
2,2007-04-02,COL,ARI,B.Webb,A.Cook,-120.0,100.0
3,2007-04-02,CWS,CLE,C.Sabathia,N.Masset,110.0,-130.0
4,2007-04-02,DET,TOR,R.Halladay,J.Bonderman,-115.0,-105.0
5,2007-04-02,HOU,PIT,Z.Duke,R.Oswalt,180.0,-210.0
6,2007-04-02,KC,BOS,C.Schilling,G.Meche,-175.0,155.0
7,2007-04-02,LAA,TEX,K.Millwood,J.Lackey,120.0,-140.0
8,2007-04-02,MIL,LAD,D.Lowe,B.Sheets,-115.0,-105.0
9,2007-04-02,MIN,BAL,E.Bedard,J.Santana,190.0,-230.0
10,2007-04-02,NYY,TB,S.Kazmir,C.Pavano,155.0,-175.0
11,2007-04-02,PHI,ATL,J.Smoltz,B.Myers,-105.0,-115.0
12,2007-04-02,SEA,OAK,D.Haren,F.Hernandez,-105.0,-115.0
13,2007-04-02,WSH,MIA,D.Willis,J.Patterson,-135.0,115.0
14,2007-04-03,COL,ARI,L.Hernandez,J.Francis,115.0,-135.0
15,2007-04-03,HOU,PIT,I.Snell,J.Jennings,160.0,-180.0
16,2007-04-03,LAA,TEX,V.Padilla,K.Escobar,140.0,-160.0
17,2007-04-03,MIN,BAL,D.Cabrera,B.Bonser,120.0,-140.0
18,2007-04-03,SEA,OAK,J.Blanton,J.Washburn,105.0,-125.0
19,2007-04-03,SF,SD,J.Peavy,B.Zito,100.0,-120.0
20,2007-04-03,STL,NYM,O.Hernandez,K.Wells,-110.0,-110.0
21,2007-04-03,WSH,MIA,S.Olsen,S.Hill,-140.0,120.0
22,2007-04-04,CIN,CHC,T.Lilly,B.Arroyo,110.0,-130.0
23,2007-04-04,COL,ARI,D.Davis,R.Lopez,-105.0,-115.0
24,2007-04-04,CWS,CLE,J.Westbrook,J.Garland,-105.0,-115.0
25,2007-04-04,DET,TOR,S.Marcum,N.Robertson,-110.0,-110.0
26,2007-04-04,HOU,PIT,T.Gorzelanny,W.Williams,150.0,-170.0
27,2007-04-04,KC,BOS,J.Beckett,O.Perez,-165.0,145.0
28,2007-04-04,LAA,TEX,B.McCarthy,E.Santana,130.0,-150.0
29,2007-04-04,MIL,LAD,J.Schmidt,J.Suppan,-110.0,-110.0
30,2007-04-04,MIN,BAL,J.Guthrie,R.Ortiz,125.0,-145.0
31,2007-04-04,PHI,ATL,T.Hudson,C.Hamels,105.0,-125.0
32,2007-04-04,SEA,OAK,R.Harden,M.Batista,-110.0,-110.0
33,2007-04-04,SF,SD,C.Young,M.Cain,100.0,-120.0
34,2007-04-04,STL,NYM,J.Maine,B.Looper,-110.0,-110.0
35,2007-04-04,WSH,MIA,A.Sanchez,M.Chico,-140.0,120.0
36,2007-04-05,CIN,CHC,J.Marquis,K.Lohse,-110.0,-110.0
37,2007-04-05,CWS,CLE,J.Sowers,N.Masset,-110.0,-110.0
38,2007-04-05,KC,BOS,D.Matsuzaka,Z.Greinke,-175.0,155.0
39,2007-04-05,LAA,OAK,C.Gaudin,J.Saunders,125.0,-145.0
40,2007-04-05,NYY,TB,J.Seo,A.Pettitte,250.0,-300.0
41,2007-04-05,PHI,ATL,C.James,A.Eaton,-110.0,-110.0
42,2007-04-05,WSH,ARI,E.Gonzalez,J.Bergmann,-125.0,105.0
43,2007-04-07,ATL,NYM,T.Glavine,J.Smoltz,115.0,-135.0
44,2007-04-07,CIN,PIT,T.Armas,A.Harang,150.0,-170.0
45,2007-04-07,CWS,MIN,C.Silva,J.Vazquez,115.0,-135.0
46,2007-04-07,HOU,STL,A.Reyes,R.Oswalt,155.0,-175.0
47,2007-04-07,KC,DET,M.Maroth,G.Meche,-130.0,110.0
48,2007-04-07,LAA,OAK,D.Haren,J.Lackey,120.0,-140.0
49,2007-04-07,MIA,PHI,B.Myers,D.Willis,105.0,-125.0
50,2007-04-07,MIL,CHC,C.Zambrano,B.Sheets,110.0,-130.0
51,2007-04-07,NYY,BAL,S.Trachsel,K.Igawa,180.0,-210.0
52,2007-04-07,SD,COL,J.Fogg,D.Wells,130.0,-150.0
53,2007-04-07,SF,LAD,D.Lowe,R.Ortiz,-145.0,125.0
54,2007-04-07,TB,TOR,T.Ohka,C.Fossum,-140.0,120.0
55,2007-04-07,TEX,BOS,J.Tavarez,K.Millwood,125.0,-145.0
56,2007-04-07,WSH,ARI,B.Webb,J.Patterson,-150.0,130.0
57,2007-04-08,ATL,NYM,O.Hernandez,K.Davies,-135.0,115.0
58,2007-04-08,CIN,PIT,Z.Duke,E.Milton,-105.0,-115.0
59,2007-04-08,CWS,MIN,J.Santana,J.Danks,-200.0,170.0
60,2007-04-08,HOU,STL,K.Wells,J.Jennings,110.0,-130.0
61,2007-04-08,KC,DET,J.Bonderman,B.Duckworth,-180.0,160.0
62,2007-04-08,LAA,OAK,J.Blanton,K.Escobar,130.0,-150.0
63,2007-04-08,MIA,PHI,Z.Segovia,S.Olsen,115.0,-135.0
64,2007-04-08,MIL,CHC,W.Miller,C.Capuano,130.0,-150.0
65,2007-04-08,NYY,BAL,E.Bedard,D.Rasner,140.0,-160.0
66,2007-04-08,SD,COL,A.Cook,J.Peavy,165.0,-185.0
67,2007-04-08,SF,LAD,R.Wolf,B.Zito,120.0,-140.0
68,2007-04-08,TB,TOR,R.Halladay,S.Kazmir,-155.0,135.0
69,2007-04-08,TEX,BOS,C.Schilling,V.Padilla,-145.0,125.0
70,2007-04-08,WSH,ARI,L.Hernandez,S.Hill,-145.0,125.0
71,2007-04-09,ARI,CIN,B.Arroyo,D.Davis,-110.0,-110.0
72,2007-04-09,BAL,DET,C.Durbin,D.Cabrera,110.0,-130.0
73,2007-04-09,CHC,HOU,W.Williams,T.Lilly,130.0,-150.0
74,2007-04-09,LAD,COL,J.Francis,J.Schmidt,135.0,-155.0
75,2007-04-09,MIA,MIL,J.Suppan,A.Sanchez,100.0,-120.0
76,2007-04-09,MIN,NYY,C.Pavano,S.Ponson,-135.0,115.0
77,2007-04-09,NYM,PHI,C.Hamels,J.Maine,105.0,-125.0
78,2007-04-09,OAK,CWS,J.Contreras,R.Harden,155.0,-175.0
79,2007-04-09,PIT,STL,B.Looper,I.Snell,105.0,-125.0
80,2007-04-09,SD,SF,M.Cain,C.Young,115.0,-135.0
81,2007-04-09,TEX,TB,E.Jackson,B.McCarthy,145.0,-165.0
82,2007-04-09,TOR,KC,J.Standridge,A.Burnett,175.0,-205.0
83,2007-04-10,ARI,CIN,K.Lohse,E.Gonzalez,120.0,-140.0
84,2007-04-10,ATL,WSH,M.Chico,T.Hudson,200.0,-240.0
85,2007-04-10,BAL,DET,N.Robertson,J.Wright,-130.0,110.0
86,2007-04-10,BOS,SEA,J.Weaver,J.Beckett,165.0,-185.0
87,2007-04-10,CHC,HOU,C.Sampson,J.Marquis,130.0,-150.0
88,2007-04-10,CLE,LAA,E.Santana,C.Sabathia,130.0,-150.0
89,2007-04-10,LAD,COL,R.Lopez,B.Tomko,115.0,-135.0
90,2007-04-10,MIA,MIL,C.Vargas,R.van,110.0,-130.0
91,2007-04-10,MIN,NYY,A.Pettitte,B.Bonser,-140.0,120.0
92,2007-04-10,OAK,CWS,J.Garland,C.Gaudin,-120.0,100.0
93,2007-04-10,PIT,STL,R.Keisler,T.Gorzelanny,120.0,-140.0
94,2007-04-10,SD,SF,M.Morris,C.Hensley,115.0,-135.0
95,2007-04-10,TEX,TB,J.Kuk,J.Wright,130.0,-150.0
96,2007-04-10,TOR,KC,Z.Greinke,J.Towers,125.0,-145.0
97,2007-04-11,ARI,CIN,M.Belisle,M.Owings,115.0,-135.0
98,2007-04-11,ATL,WSH,J.Williams,C.James,200.0,-240.0
99,2007-04-11,BAL,DET,J.Verlander,A.Loewen,-145.0,125.0
100,2007-04-11,BOS,SEA,F.Hernandez,D.Matsuzaka,140.0,-160.0
101,2007-04-11,CLE,LAA,J.Saunders,J.Westbrook,120.0,-140.0
102,2007-04-11,LAD,COL,J.Hirsh,B.Penny,135.0,-155.0
103,2007-04-11,MIA,MIL,D.Bush,S.Mitre,100.0,-120.0
104,2007-04-11,MIN,NYY,S.Henn,R.Ortiz,-150.0,130.0
105,2007-04-11,NYM,PHI,A.Eaton,A.Sele,130.0,-150.0
106,2007-04-11,OAK,CWS,M.Buehrle,J.Kennedy,-110.0,-110.0
107,2007-04-11,PIT,STL,A.Wainwright,P.Maholm,-140.0,120.0
108,2007-04-11,SD,SF,N.Lowry,G.Maddux,130.0,-150.0
109,2007-04-11,TEX,TB,J.Shields,R.Tejeda,145.0,-165.0
110,2007-04-11,TOR,KC,J.De,G.Chacin,160.0,-180.0
111,2007-04-12,ATL,WSH,J.Bergmann,J.Smoltz,250.0,-300.0
112,2007-04-12,BAL,KC,G.Meche,S.Trachsel,110.0,-130.0
113,2007-04-12,CLE,LAA,D.Moseley,J.Sowers,120.0,-140.0
114,2007-04-12,MIN,TB,C.Fossum,C.Silva,145.0,-165.0
115,2007-04-12,NYM,PHI,J.Moyer,T.Glavine,130.0,-150.0
116,2007-04-12,TOR,DET,M.Maroth,T.Ohka,110.0,-130.0
117,2007-04-13,ARI,COL,J.Fogg,B.Webb,160.0,-180.0
118,2007-04-13,ATL,MIA,D.Willis,M.Redman,-115.0,-105.0
119,2007-04-13,BAL,KC,B.Duckworth,E.Bedard,145.0,-165.0
120,2007-04-13,BOS,LAA,J.Lackey,T.Wakefield,-135.0,115.0
121,2007-04-13,CHC,CIN,A.Harang,C.Zambrano,130.0,-150.0
122,2007-04-13,CLE,CWS,J.Vazquez,R.Hernandez,-120.0,100.0
123,2007-04-13,LAD,SD,M.Thompson,D.Lowe,115.0,-135.0
124,2007-04-13,MIN,TB,S.Kazmir,J.Santana,190.0,-230.0
125,2007-04-13,NYM,WSH,J.Patterson,M.Pelfrey,170.0,-200.0
126,2007-04-13,OAK,NYY,K.Igawa,D.Haren,-105.0,-115.0
127,2007-04-13,PHI,HOU,R.Oswalt,B.Myers,-115.0,-105.0
128,2007-04-13,PIT,SF,R.Ortiz,S.Chacon,130.0,-150.0
129,2007-04-13,SEA,TEX,K.Millwood,J.Washburn,-120.0,100.0
130,2007-04-13,TOR,DET,J.Bonderman,R.Halladay,130.0,-150.0
131,2007-04-14,ARI,COL,A.Cook,L.Hernandez,115.0,-135.0
132,2007-04-14,BAL,KC,O.Perez,D.Cabrera,165.0,-185.0
133,2007-04-14,BOS,LAA,H.Carrasco,C.Schilling,125.0,-145.0
134,2007-04-14,CHC,CIN,B.Arroyo,R.Hill,-105.0,-115.0
135,2007-04-14,CLE,CWS,J.Danks,P.Byrd,120.0,-140.0
136,2007-04-14,LAD,SD,J.Peavy,M.Hendrickson,-119.0,-101.0
137,2007-04-14,MIN,TB,E.Jackson,S.Ponson,130.0,-150.0
138,2007-04-14,NYM,WSH,S.Hill,O.Hernandez,235.0,-275.0
139,2007-04-14,OAK,NYY,D.Rasner,J.Blanton,-145.0,125.0
140,2007-04-14,PHI,HOU,W.Williams,C.Hamels,155.0,-175.0
141,2007-04-14,SEA,TEX,V.Padilla,M.Batista,-120.0,100.0
142,2007-04-14,STL,MIL,J.Suppan,K.Wells,110.0,-130.0
143,2007-04-14,TOR,DET,C.Durbin,A.Burnett,165.0,-185.0
144,2007-04-15,ARI,COL,B.Kim,D.Davis,115.0,-135.0
145,2007-04-15,ATL,MIA,S.Olsen,T.Hudson,170.0,-200.0
146,2007-04-15,CHC,CIN,K.Lohse,T.Lilly,150.0,-170.0
147,2007-04-15,CLE,CWS,J.Contreras,C.Sabathia,145.0,-165.0
148,2007-04-15,LAD,SD,K.Cameron,R.Wolf,-120.0,100.0
149,2007-04-15,MIN,TB,J.Seo,B.Bonser,150.0,-170.0
150,2007-04-15,OAK,NYY,A.Pettitte,R.Harden,-105.0,-115.0
151,2007-04-15,SEA,TEX,K.Loe,H.Ramirez,-115.0,-105.0
152,2007-04-15,STL,MIL,B.Sheets,B.Looper,-125.0,105.0
153,2007-04-15,TOR,DET,N.Robertson,J.Towers,-110.0,-110.0
154,2007-04-16,ARI,LAD,B.Penny,E.Gonzalez,-120.0,100.0
155,2007-04-16,BOS,LAA,E.Santana,J.Beckett,170.0,-200.0
156,2007-04-16,CHC,SD,C.Hensley,J.Marquis,100.0,-120.0
157,2007-04-16,CIN,MIL,C.Capuano,E.Milton,-125.0,105.0
158,2007-04-16,COL,SF,B.Zito,J.Francis,115.0,-135.0
159,2007-04-16,DET,KC,J.Standridge,J.Verlander,170.0,-200.0
160,2007-04-16,HOU,MIA,A.Sanchez,W.Rodriguez,100.0,-120.0
161,2007-04-16,STL,PIT,I.Snell,A.Reyes,100.0,-120.0
162,2007-04-16,TB,BAL,A.Loewen,J.Shields,-115.0,-105.0
163,2007-04-16,WSH,ATL,C.James,M.Chico,-210.0,180.0
164,2007-04-17,ARI,LAD,J.Davis,C.Wright,105.0,-125.0
165,2007-04-17,CHC,SD,G.Maddux,W.Miller,-115.0,-105.0
166,2007-04-17,CIN,MIL,J.Davis,C.Wright,105.0,-125.0
167,2007-04-17,COL,SF,J.Davis,C.Wright,-115.0,-105.0
168,2007-04-17,CWS,TEX,J.Davis,C.Wright,125.0,-145.0
169,2007-04-17,DET,KC,J.De,M.Maroth,180.0,-210.0
170,2007-04-17,HOU,MIA,J.Davis,C.Wright,175.0,-205.0
171,2007-04-17,NYY,CLE,J.Davis,C.Wright,125.0,-145.0
172,2007-04-17,OAK,LAA,J.Davis,C.Wright,-115.0,-105.0
173,2007-04-17,PHI,NYM,T.Glavine,F.Garcia,-130.0,110.0
174,2007-04-17,SEA,MIN,J.Davis,C.Wright,-115.0,-105.0
175,2007-04-17,STL,PIT,T.Gorzelanny,A.Wainwright,140.0,-160.0
176,2007-04-17,TB,BAL,J.Davis,C.Wright,-115.0,-105.0
177,2007-04-17,TOR,BOS,J.Davis,C.Wright,-150.0,130.0
178,2007-04-17,WSH,ATL,J.Smoltz,J.Williams,-230.0,190.0
179,2007-04-18,ATL,CHC,C.Zambrano,K.Davies,-110.0,-110.0
180,2007-04-18,CIN,HOU,C.Sampson,A.Harang,120.0,-140.0
181,2007-04-18,COL,LAD,D.Lowe,R.Lopez,-110.0,-110.0
182,2007-04-18,CWS,TEX,K.Millwood,M.Buehrle,110.0,-130.0
183,2007-04-18,MIA,NYM,J.Maine,D.Willis,100.0,-120.0
184,2007-04-18,MIL,PIT,P.Maholm,C.Vargas,105.0,-125.0
185,2007-04-18,NYY,CLE,T.Mastny,K.Igawa,115.0,-135.0
186,2007-04-18,OAK,LAA,J.Lackey,D.Haren,-110.0,-110.0
187,2007-04-18,SD,ARI,B.Webb,D.Wells,-120.0,100.0
188,2007-04-18,SEA,MIN,C.Silva,J.Woods,175.0,-205.0
189,2007-04-18,SF,STL,R.Keisler,M.Morris,105.0,-125.0
190,2007-04-18,TB,BAL,E.Bedard,S.Kazmir,105.0,-125.0
191,2007-04-18,TOR,BOS,T.Wakefield,T.Ohka,-135.0,115.0
192,2007-04-18,WSH,PHI,A.Eaton,J.Bergmann,-150.0,130.0
193,2007-04-19,ATL,CHC,R.Hill,M.Redman,-130.0,110.0
194,2007-04-19,CIN,HOU,W.Williams,B.Arroyo,130.0,-150.0
195,2007-04-19,CWS,TEX,V.Padilla,J.Vazquez,130.0,-150.0
196,2007-04-19,MIA,NYM,O.Hernandez,R.van,-155.0,135.0
197,2007-04-19,MIL,PIT,Z.Duke,J.Suppan,120.0,-140.0
198,2007-04-19,NYY,CLE,R.Hernandez,D.Rasner,150.0,-170.0
199,2007-04-19,SD,ARI,L.Hernandez,J.Peavy,155.0,-175.0
200,2007-04-19,SEA,MIN,J.Santana,J.Washburn,-170.0,150.0
201,2007-04-19,SF,STL,K.Wells,N.Lowry,-120.0,100.0
202,2007-04-19,TOR,BOS,J.Tavarez,R.Halladay,180.0,-210.0
203,2007-04-19,WSH,PHI,J.Moyer,J.Patterson,-140.0,120.0
204,2007-04-20,BAL,TOR,A.Burnett,D.Cabrera,105.0,-125.0
205,2007-04-20,BOS,NYY,A.Pettitte,C.Schilling,110.0,-130.0
206,2007-04-20,CHC,STL,B.Looper,T.Lilly,110.0,-130.0
207,2007-04-20,CIN,PHI,J.Lieber,K.Lohse,120.0,-140.0
208,2007-04-20,COL,SD,C.Young,J.Fogg,-105.0,-115.0
209,2007-04-20,DET,CWS,J.Danks,C.Durbin,-105.0,-115.0
210,2007-04-20,KC,MIN,S.Ponson,O.Perez,-130.0,110.0
211,2007-04-20,LAA,SEA,M.Batista,J.Saunders,115.0,-135.0
212,2007-04-20,LAD,PIT,J.Wasdin,R.Wolf,155.0,-175.0
213,2007-04-20,MIA,WSH,S.Hill,S.Olsen,155.0,-175.0
214,2007-04-20,MIL,HOU,M.Albers,B.Sheets,165.0,-185.0
215,2007-04-20,NYM,ATL,T.Hudson,M.Pelfrey,-130.0,110.0
216,2007-04-20,SF,ARI,D.Davis,R.Ortiz,-120.0,100.0
217,2007-04-20,TB,CLE,C.Sabathia,E.Jackson,-210.0,180.0
218,2007-04-20,TEX,OAK,J.Blanton,B.Chen,-105.0,-115.0
219,2007-04-21,BAL,TOR,J.Towers,A.Loewen,-110.0,-110.0
220,2007-04-21,BOS,NYY,J.Karstens,J.Beckett,145.0,-165.0
221,2007-04-21,CHC,STL,A.Reyes,J.Marquis,120.0,-140.0
222,2007-04-21,CIN,PHI,C.Hamels,E.Milton,-130.0,110.0
223,2007-04-21,COL,SD,C.Hensley,J.Francis,135.0,-155.0
224,2007-04-21,DET,CWS,J.Contreras,N.Robertson,125.0,-145.0
225,2007-04-21,KC,MIN,B.Bonser,Z.Greinke,-125.0,105.0
226,2007-04-21,LAA,SEA,H.Ramirez,B.Colon,125.0,-145.0
227,2007-04-21,LAD,PIT,I.Snell,B.Penny,125.0,-145.0
228,2007-04-21,MIA,WSH,M.Chico,A.Sanchez,160.0,-180.0
229,2007-04-21,MIL,HOU,W.Rodriguez,C.Capuano,125.0,-145.0
230,2007-04-21,NYM,ATL,C.James,O.Perez,100.0,-120.0
231,2007-04-21,SF,ARI,E.Gonzalez,B.Zito,125.0,-145.0
232,2007-04-21,TB,CLE,P.Byrd,J.Seo,-140.0,120.0
233,2007-04-21,TEX,OAK,J.Kennedy,K.Loe,100.0,-120.0
234,2007-04-22,BAL,TOR,G.Chacin,S.Trachsel,-115.0,-105.0
235,2007-04-22,BOS,NYY,C.Wright,D.Matsuzaka,165.0,-185.0
236,2007-04-22,CHC,STL,A.Wainwright,W.Miller,-150.0,130.0
237,2007-04-22,CIN,PHI,F.Garcia,M.Belisle,110.0,-130.0
238,2007-04-22,COL,SD,G.Maddux,J.Hirsh,-120.0,100.0
239,2007-04-22,DET,CWS,J.Garland,J.Verlander,155.0,-175.0
240,2007-04-22,KC,MIN,R.Ortiz,J.De,-160.0,140.0
241,2007-04-22,LAA,SEA,S.White,E.Santana,120.0,-140.0
242,2007-04-22,LAD,PIT,T.Gorzelanny,B.Tomko,110.0,-130.0
243,2007-04-22,MIL,HOU,R.Oswalt,D.Bush,-140.0,120.0
244,2007-04-22,NYM,ATL,J.Smoltz,T.Glavine,100.0,-120.0
245,2007-04-22,SF,ARI,Y.Petit,M.Cain,170.0,-200.0
246,2007-04-22,TB,CLE,J.Westbrook,J.Shields,-120.0,100.0
247,2007-04-22,TEX,OAK,C.Gaudin,R.Tejeda,-110.0,-110.0
248,2007-04-23,BAL,OAK,D.Haren,E.Bedard,100.0,-120.0
249,2007-04-23,BOS,TOR,T.Ohka,T.Wakefield,185.0,-215.0
250,2007-04-23,CHC,MIL,C.Villanueva,C.Zambrano,130.0,-150.0
251,2007-04-23,KC,CWS,M.Buehrle,G.Meche,-130.0,110.0
252,2007-04-23,LAA,DET,M.Maroth,C.Bootcheck,110.0,-130.0
253,2007-04-23,MIA,ATL,K.Davies,D.Willis,125.0,-145.0
254,2007-04-23,MIN,CLE,J.Sowers,C.Silva,110.0,-130.0
255,2007-04-23,NYM,COL,T.Buchholz,J.Maine,170.0,-200.0
256,2007-04-23,PHI,HOU,C.Sampson,A.Eaton,-105.0,-115.0
257,2007-04-23,TB,NYY,K.Igawa,C.Fossum,-170.0,150.0
258,2007-04-23,TEX,SEA,C.Seung,K.Millwood,120.0,-140.0
259,2007-04-24,ARI,SD,D.Wells,R.Johnson,135.0,-155.0
260,2007-04-24,BAL,OAK,D.Braden,J.Guthrie,100.0,-120.0
261,2007-04-24,BOS,TOR,R.Halladay,J.Tavarez,-150.0,130.0
262,2007-04-24,CHC,MIL,J.Suppan,R.Hill,140.0,-160.0
263,2007-04-24,KC,CWS,J.Vazquez,B.Bannister,-150.0,130.0
264,2007-04-24,LAA,DET,J.Bonderman,K.Escobar,-130.0,110.0
265,2007-04-24,LAD,SF,M.Morris,D.Lowe,145.0,-165.0
266,2007-04-24,MIA,ATL,M.Redman,L.Gardner,-105.0,-115.0
267,2007-04-24,MIN,CLE,R.Hernandez,J.Santana,200.0,-240.0
268,2007-04-24,NYM,COL,A.Cook,O.Hernandez,180.0,-210.0
269,2007-04-24,PHI,WSH,J.Bergmann,J.Moyer,180.0,-210.0
270,2007-04-24,PIT,HOU,W.Williams,P.Maholm,-110.0,-110.0
271,2007-04-24,STL,CIN,A.Harang,K.Wells,110.0,-130.0
272,2007-04-24,TB,NYY,C.Wang,S.Kazmir,-145.0,125.0
273,2007-04-25,ARI,SD,J.Peavy,B.Webb,-110.0,-110.0
274,2007-04-25,BAL,BOS,C.Schilling,D.Cabrera,-130.0,110.0
275,2007-04-25,CHC,MIL,B.Sheets,T.Lilly,110.0,-130.0
276,2007-04-25,CLE,TEX,V.Padilla,C.Sabathia,180.0,-210.0
277,2007-04-25,CWS,DET,C.Durbin,J.Danks,115.0,-135.0
278,2007-04-25,LAA,TB,E.Jackson,J.Lackey,200.0,-240.0
279,2007-04-25,LAD,SF,N.Lowry,R.Wolf,120.0,-140.0
280,2007-04-25,MIA,ATL,T.Hudson,S.Olsen,-160.0,140.0
281,2007-04-25,MIN,KC,O.Perez,S.Ponson,135.0,-155.0
282,2007-04-25,NYM,COL,J.Fogg,M.Pelfrey,165.0,-185.0
283,2007-04-25,OAK,SEA,J.Washburn,J.Blanton,110.0,-130.0
284,2007-04-25,PHI,WSH,J.Patterson,J.Lieber,160.0,-180.0
285,2007-04-25,PIT,HOU,M.Albers,Z.Duke,105.0,-125.0
286,2007-04-25,STL,CIN,B.Arroyo,B.Looper,105.0,-125.0
287,2007-04-26,ARI,SD,J.Hampson,L.Hernandez,-130.0,110.0
288,2007-04-26,BAL,BOS,J.Beckett,A.Loewen,-160.0,140.0
289,2007-04-26,CLE,TEX,K.Loe,P.Byrd,120.0,-140.0
290,2007-04-26,LAA,TB,J.Kuk,B.Colon,180.0,-210.0
291,2007-04-26,LAD,SF,R.Ortiz,B.Penny,170.0,-200.0
292,2007-04-26,MIN,KC,Z.Greinke,B.Bonser,130.0,-150.0
293,2007-04-26,NYY,TOR,A.Burnett,P.Hughes,140.0,-160.0
294,2007-04-26,OAK,SEA,M.Batista,J.Kennedy,120.0,-140.0
295,2007-04-26,PHI,WSH,S.Hill,C.Hamels,190.0,-230.0
296,2007-04-26,PIT,HOU,W.Rodriguez,T.Armas,-125.0,105.0
297,2007-04-26,STL,CIN,K.Lohse,R.Keisler,-120.0,100.0
298,2007-04-27,ARI,SF,B.Zito,D.Davis,-120.0,100.0
299,2007-04-27,CLE,BAL,S.Trachsel,J.Westbrook,115.0,-135.0
300,2007-04-27,COL,ATL,C.James,J.Francis,-120.0,100.0
301,2007-04-27,CWS,LAA,E.Santana,J.Contreras,110.0,-130.0
302,2007-04-27,DET,MIN,R.Ortiz,N.Robertson,140.0,-160.0
303,2007-04-27,HOU,MIL,C.Capuano,R.Oswalt,140.0,-160.0
304,2007-04-27,NYY,BOS,D.Matsuzaka,A.Pettitte,110.0,-130.0
305,2007-04-27,OAK,TB,J.Shields,C.Gaudin,125.0,-145.0
306,2007-04-27,PHI,MIA,A.Sanchez,F.Garcia,120.0,-140.0
307,2007-04-27,PIT,CIN,E.Milton,I.Snell,150.0,-170.0
308,2007-04-27,SD,LAD,M.Hendrickson,C.Hensley,-110.0,-110.0
309,2007-04-27,SEA,KC,J.De,H.Ramirez,110.0,-130.0
310,2007-04-27,STL,CHC,J.Marquis,A.Reyes,-110.0,-110.0
311,2007-04-27,TOR,TEX,R.Tejeda,J.Towers,115.0,-135.0
312,2007-04-27,WSH,NYM,O.Perez,M.Chico,-200.0,170.0
313,2007-04-28,ARI,SF,M.Cain,E.Gonzalez,-135.0,115.0
314,2007-04-28,CLE,BAL,E.Bedard,J.Sowers,120.0,-140.0
315,2007-04-28,COL,ATL,J.Smoltz,J.Hirsh,-140.0,120.0
316,2007-04-28,CWS,LAA,J.Weaver,J.Garland,110.0,-130.0
317,2007-04-28,DET,MIN,C.Silva,A.Lopez,165.0,-185.0
318,2007-04-28,HOU,MIL,D.Bush,C.Sampson,-120.0,100.0
319,2007-04-28,NYY,BOS,T.Wakefield,K.Igawa,-120.0,100.0
320,2007-04-28,OAK,TB,C.Fossum,D.Haren,170.0,-200.0
321,2007-04-28,PHI,MIA,D.Willis,A.Eaton,-115.0,-105.0
322,2007-04-28,PIT,CIN,M.Belisle,T.Gorzelanny,120.0,-140.0
323,2007-04-28,SD,LAD,B.Tomko,G.Maddux,110.0,-130.0
324,2007-04-28,SEA,KC,G.Meche,S.White,-110.0,-110.0
325,2007-04-28,STL,CHC,C.Zambrano,A.Wainwright,-110.0,-110.0
326,2007-04-28,TOR,TEX,K.Millwood,G.Chacin,125.0,-145.0
327,2007-04-28,WSH,NYM,T.Glavine,J.Williams,-250.0,210.0
328,2007-04-29,ARI,SF,M.Morris,R.Johnson,130.0,-150.0
329,2007-04-29,CLE,BAL,B.Burres,R.Hernandez,150.0,-170.0
330,2007-04-29,COL,ATL,K.Davies,A.Cook,100.0,-120.0
331,2007-04-29,CWS,LAA,K.Escobar,M.Buehrle,125.0,-145.0
332,2007-04-29,DET,MIN,J.Santana,M.Maroth,-170.0,150.0
333,2007-04-29,HOU,MIL,C.Vargas,W.Williams,-120.0,100.0
334,2007-04-29,NYY,BOS,J.Tavarez,C.Wang,165.0,-185.0
335,2007-04-29,OAK,TB,S.Kazmir,D.Braden,-130.0,110.0
336,2007-04-29,PHI,MIA,W.Obermueller,J.Moyer,140.0,-160.0
337,2007-04-29,PIT,CIN,A.Harang,P.Maholm,-110.0,-110.0
338,2007-04-29,SD,LAD,D.Lowe,D.Wells,-110.0,-110.0
339,2007-04-29,SEA,KC,B.Bannister,C.Seung,130.0,-150.0
340,2007-04-29,TOR,TEX,B.McCarthy,T.Ohka,130.0,-150.0
341,2007-04-29,WSH,NYM,J.Maine,J.Bergmann,-200.0,170.0
342,2007-04-30,ATL,PHI,J.Lieber,T.Hudson,160.0,-180.0
343,2007-04-30,DET,BAL,D.Cabrera,J.Bonderman,145.0,-165.0
344,2007-04-30,KC,LAA,J.Lackey,O.Perez,-180.0,160.0
345,2007-04-30,LAD,ARI,B.Webb,R.Wolf,100.0,-120.0
346,2007-04-30,NYM,MIA,S.Olsen,C.Ho,155.0,-175.0
347,2007-04-30,SD,WSH,J.Patterson,J.Peavy,235.0,-275.0
348,2007-04-30,SF,COL,J.Fogg,N.Lowry,125.0,-145.0
349,2007-04-30,TOR,TEX,V.Padilla,R.Halladay,200.0,-240.0
350,2007-05-01,ATL,PHI,C.Hamels,P.Moylan,-130.0,110.0
351,2007-05-01,BOS,OAK,J.Blanton,C.Schilling,155.0,-175.0
352,2007-05-01,CLE,TOR,A.Burnett,C.Sabathia,130.0,-150.0
